key,original,newExpr,A,test
"LinksGouldInvariant[2, 1, PrimeKnot[9, ""A"", 27]]",(y**2 + y**(-2))*(-13/x - 22/x**3 - 14/x**5 - 6/x**7 - 1/x**9) + (y**4 + y**(-4))*(7/x**2 + 5/x**4 + 3/x**6 + x**(-8)) + 7 + 30/x**2 + 26/x**4 + 14/x**6 + 4/x**8,-t0**5*t1**4 + t0**5*t1**3 - t0**4*t1**5 + 4*t0**4*t1**4 - 6*t0**4*t1**3 + 3*t0**4*t1**2 + t0**3*t1**5 - 6*t0**3*t1**4 + 14*t0**3*t1**3 - 14*t0**3*t1**2 + 5*t0**3*t1 + 3*t0**2*t1**4 - 14*t0**2*t1**3 + 26*t0**2*t1**2 - 22*t0**2*t1 + 7*t0**2 + 5*t0*t1**3 - 22*t0*t1**2 + 30*t0*t1 - 13*t0 + 7*t1**2 - 13*t1 + 7,"[[  7 -13   7   0   0   0]
 [-13  30 -22   5   0   0]
 [  7 -22  26 -14   3   0]
 [  0   5 -14  14  -6   1]
 [  0   0   3  -6   4  -1]
 [  0   0   0   1  -1   0]]",0
"LinksGouldInvariant[2, 1, PrimeKnot[9, ""A"", 28]]",12*x**4 + 216*x**2 + y**12 + (-6*x - 6/x)*(y**10 + y**(-10)) + (y**2 + y**(-2))*(-63*x**3 - 334*x - 400/x - 136/x**3 - 7/x**5) + (y**4 + y**(-4))*(6*x**4 + 112*x**2 + 262 + 162/x**2 + 22/x**4) + (y**6 + y**(-6))*(-15*x**3 - 92*x - 104/x - 27/x**3) + (y**8 + y**(-8))*(14*x**2 + 37 + 17/x**2) + 503 + y**(-12) + 330/x**2 + 54/x**4,-7*t0**3*t1**2 + 22*t0**3*t1 - 27*t0**3 + 17*t0**3/t1 - 6*t0**3/t1**2 + t0**3/t1**3 - 7*t0**2*t1**3 + 54*t0**2*t1**2 - 136*t0**2*t1 + 162*t0**2 - 104*t0**2/t1 + 37*t0**2/t1**2 - 6*t0**2/t1**3 + 22*t0*t1**3 - 136*t0*t1**2 + 330*t0*t1 - 400*t0 + 262*t0/t1 - 92*t0/t1**2 + 14*t0/t1**3 - 27*t1**3 + 162*t1**2 - 400*t1 + 503 - 334/t1 + 112/t1**2 - 15/t1**3 + 17*t1**3/t0 - 104*t1**2/t0 + 262*t1/t0 - 334/t0 + 216/(t0*t1) - 63/(t0*t1**2) + 6/(t0*t1**3) - 6*t1**3/t0**2 + 37*t1**2/t0**2 - 92*t1/t0**2 + 112/t0**2 - 63/(t0**2*t1) + 12/(t0**2*t1**2) + t1**3/t0**3 - 6*t1**2/t0**3 + 14*t1/t0**3 - 15/t0**3 + 6/(t0**3*t1),"[[   0    0    6  -15   14   -6    1]
 [   0   12  -63  112  -92   37   -6]
 [   6  -63  216 -334  262 -104   17]
 [ -15  112 -334  503 -400  162  -27]
 [  14  -92  262 -400  330 -136   22]
 [  -6   37 -104  162 -136   54   -7]
 [   1   -6   17  -27   22   -7    0]]",0
"LinksGouldInvariant[2, 1, PrimeKnot[9, ""A"", 29]]",72*x**2 + (6 + 3/x**2)*(y**8 + y**(-8)) + (y**2 + y**(-2))*(-12*x**3 - 138*x - 232/x - 126/x**3 - 20/x**5) + (y**4 + y**(-4))*(29*x**2 + 111 + 94/x**2 + 24/x**4) + (y**6 + y**(-6))*(-23*x - 36/x - 13/x**3) + 261 + 246/x**2 + 82/x**4 + 6/x**6,6*t0**3*t1**3 - 20*t0**3*t1**2 + 24*t0**3*t1 - 13*t0**3 + 3*t0**3/t1 - 20*t0**2*t1**3 + 82*t0**2*t1**2 - 126*t0**2*t1 + 94*t0**2 - 36*t0**2/t1 + 6*t0**2/t1**2 + 24*t0*t1**3 - 126*t0*t1**2 + 246*t0*t1 - 232*t0 + 111*t0/t1 - 23*t0/t1**2 - 13*t1**3 + 94*t1**2 - 232*t1 + 261 - 138/t1 + 29/t1**2 + 3*t1**3/t0 - 36*t1**2/t0 + 111*t1/t0 - 138/t0 + 72/(t0*t1) - 12/(t0*t1**2) + 6*t1**2/t0**2 - 23*t1/t0**2 + 29/t0**2 - 12/(t0**2*t1),"[[   0  -12   29  -23    6    0]
 [ -12   72 -138  111  -36    3]
 [  29 -138  261 -232   94  -13]
 [ -23  111 -232  246 -126   24]
 [   6  -36   94 -126   82  -20]
 [   0    3  -13   24  -20    6]]",0
"LinksGouldInvariant[2, 1, PrimeKnot[9, ""A"", 30]]",(y**2 + y**(-2))*(-53/x - 249/x**3 - 279/x**5 - 87/x**7 - 4/x**9) + (y**4 + y**(-4))*(70/x**2 + 183/x**4 + 116/x**6 + 17/x**8) + (y**6 + y**(-6))*(-47/x**3 - 69/x**5 - 23/x**7 - 1/x**9) + (y**8 + y**(-8))*(14/x**4 + 10/x**6 + x**(-8)) + 17 + 178/x**2 + 364/x**4 + 214/x**6 + 30/x**8,-t0**6*t1**3 + t0**6*t1**2 - 4*t0**5*t1**4 + 17*t0**5*t1**3 - 23*t0**5*t1**2 + 10*t0**5*t1 - 4*t0**4*t1**5 + 30*t0**4*t1**4 - 87*t0**4*t1**3 + 116*t0**4*t1**2 - 69*t0**4*t1 + 14*t0**4 - t0**3*t1**6 + 17*t0**3*t1**5 - 87*t0**3*t1**4 + 214*t0**3*t1**3 - 279*t0**3*t1**2 + 183*t0**3*t1 - 47*t0**3 + t0**2*t1**6 - 23*t0**2*t1**5 + 116*t0**2*t1**4 - 279*t0**2*t1**3 + 364*t0**2*t1**2 - 249*t0**2*t1 + 70*t0**2 + 10*t0*t1**5 - 69*t0*t1**4 + 183*t0*t1**3 - 249*t0*t1**2 + 178*t0*t1 - 53*t0 + 14*t1**4 - 47*t1**3 + 70*t1**2 - 53*t1 + 17,"[[  17  -53   70  -47   14    0    0]
 [ -53  178 -249  183  -69   10    0]
 [  70 -249  364 -279  116  -23    1]
 [ -47  183 -279  214  -87   17   -1]
 [  14  -69  116  -87   30   -4    0]
 [   0   10  -23   17   -4    0    0]
 [   0    0    1   -1    0    0    0]]",0
"LinksGouldInvariant[2, 1, PrimeKnot[9, ""A"", 31]]",52*x**4 + x**2*(y**12 + y**(-12)) + 214*x**2 + (-5*x**3 - 5*x)*(y**10 + y**(-10)) + (y**2 + y**(-2))*(-9*x**5 - 122*x**3 - 216*x - 123/x - 20/x**3) + (y**4 + y**(-4))*(37*x**4 + 136*x**2 + 116 + 29/x**2) + (y**6 + y**(-6))*(-4*x**5 - 50*x**3 - 71*x - 25/x) + (y**8 + y**(-8))*(8*x**4 + 27*x**2 + 14) + 217 + 76/x**2 + 6/x**4,6*t0**2*t1**2 - 20*t0**2*t1 + 29*t0**2 - 25*t0**2/t1 + 14*t0**2/t1**2 - 5*t0**2/t1**3 + t0**2/t1**4 - 20*t0*t1**2 + 76*t0*t1 - 123*t0 + 116*t0/t1 - 71*t0/t1**2 + 27*t0/t1**3 - 5*t0/t1**4 + 29*t1**2 - 123*t1 + 217 - 216/t1 + 136/t1**2 - 50/t1**3 + 8/t1**4 - 25*t1**2/t0 + 116*t1/t0 - 216/t0 + 214/(t0*t1) - 122/(t0*t1**2) + 37/(t0*t1**3) - 4/(t0*t1**4) + 14*t1**2/t0**2 - 71*t1/t0**2 + 136/t0**2 - 122/(t0**2*t1) + 52/(t0**2*t1**2) - 9/(t0**2*t1**3) - 5*t1**2/t0**3 + 27*t1/t0**3 - 50/t0**3 + 37/(t0**3*t1) - 9/(t0**3*t1**2) + t1**2/t0**4 - 5*t1/t0**4 + 8/t0**4 - 4/(t0**4*t1),"[[   0    0    0   -4    8   -5    1]
 [   0    0   -9   37  -50   27   -5]
 [   0   -9   52 -122  136  -71   14]
 [  -4   37 -122  214 -216  116  -25]
 [   8  -50  136 -216  217 -123   29]
 [  -5   27  -71  116 -123   76  -20]
 [   1   -5   14  -25   29  -20    6]]",0
"LinksGouldInvariant[2, 1, PrimeKnot[9, ""A"", 32]]",16*x**2 + (6/x**2 + 3/x**4)*(y**8 + y**(-8)) + (y**2 + y**(-2))*(-49*x - 242/x - 282/x**3 - 94/x**5 - 5/x**7) + (y**4 + y**(-4))*(57 + 154/x**2 + 97/x**4 + 14/x**6) + (y**6 + y**(-6))*(-30/x - 42/x**3 - 12/x**5) + 177 + 382/x**2 + 238/x**4 + 38/x**6,-5*t0**4*t1**3 + 14*t0**4*t1**2 - 12*t0**4*t1 + 3*t0**4 - 5*t0**3*t1**4 + 38*t0**3*t1**3 - 94*t0**3*t1**2 + 97*t0**3*t1 - 42*t0**3 + 6*t0**3/t1 + 14*t0**2*t1**4 - 94*t0**2*t1**3 + 238*t0**2*t1**2 - 282*t0**2*t1 + 154*t0**2 - 30*t0**2/t1 - 12*t0*t1**4 + 97*t0*t1**3 - 282*t0*t1**2 + 382*t0*t1 - 242*t0 + 57*t0/t1 + 3*t1**4 - 42*t1**3 + 154*t1**2 - 242*t1 + 177 - 49/t1 + 6*t1**3/t0 - 30*t1**2/t0 + 57*t1/t0 - 49/t0 + 16/(t0*t1),"[[  16  -49   57  -30    6    0]
 [ -49  177 -242  154  -42    3]
 [  57 -242  382 -282   97  -12]
 [ -30  154 -282  238  -94   14]
 [   6  -42   97  -94   38   -5]
 [   0    3  -12   14   -5    0]]",0
"LinksGouldInvariant[2, 1, PrimeKnot[9, ""A"", 33]]",(3/x**6 + x**(-8))*(y**12 + y**(-12)) + (y**2 + y**(-2))*(-7/x - 36/x**3 - 64/x**5 - 38/x**7 - 3/x**9) + (y**4 + y**(-4))*(11/x**2 + 42/x**4 + 50/x**6 + 13/x**8) + (y**6 + y**(-6))*(-13/x**3 - 36/x**5 - 25/x**7 - 2/x**9) + (y**8 + y**(-8))*(11/x**4 + 22/x**6 + 7/x**8) + (y**10 + y**(-10))*(-7/x**5 - 8/x**7 - 1/x**9) + 3 + 22/x**2 + 58/x**4 + 62/x**6 + 16/x**8,-t0**7*t1**2 + t0**7*t1 - 2*t0**6*t1**3 + 7*t0**6*t1**2 - 8*t0**6*t1 + 3*t0**6 - 3*t0**5*t1**4 + 13*t0**5*t1**3 - 25*t0**5*t1**2 + 22*t0**5*t1 - 7*t0**5 - 3*t0**4*t1**5 + 16*t0**4*t1**4 - 38*t0**4*t1**3 + 50*t0**4*t1**2 - 36*t0**4*t1 + 11*t0**4 - 2*t0**3*t1**6 + 13*t0**3*t1**5 - 38*t0**3*t1**4 + 62*t0**3*t1**3 - 64*t0**3*t1**2 + 42*t0**3*t1 - 13*t0**3 - t0**2*t1**7 + 7*t0**2*t1**6 - 25*t0**2*t1**5 + 50*t0**2*t1**4 - 64*t0**2*t1**3 + 58*t0**2*t1**2 - 36*t0**2*t1 + 11*t0**2 + t0*t1**7 - 8*t0*t1**6 + 22*t0*t1**5 - 36*t0*t1**4 + 42*t0*t1**3 - 36*t0*t1**2 + 22*t0*t1 - 7*t0 + 3*t1**6 - 7*t1**5 + 11*t1**4 - 13*t1**3 + 11*t1**2 - 7*t1 + 3,"[[  3  -7  11 -13  11  -7   3   0]
 [ -7  22 -36  42 -36  22  -8   1]
 [ 11 -36  58 -64  50 -25   7  -1]
 [-13  42 -64  62 -38  13  -2   0]
 [ 11 -36  50 -38  16  -3   0   0]
 [ -7  22 -25  13  -3   0   0   0]
 [  3  -8   7  -2   0   0   0   0]
 [  0   1  -1   0   0   0   0   0]]",0
"LinksGouldInvariant[2, 1, PrimeKnot[9, ""A"", 34]]",(y**2 + y**(-2))*(-23/x - 100/x**3 - 110/x**5 - 35/x**7 - 2/x**9) + (y**4 + y**(-4))*(29/x**2 + 80/x**4 + 51/x**6 + 9/x**8) + (y**6 + y**(-6))*(-23/x**3 - 35/x**5 - 13/x**7 - 1/x**9) + (y**8 + y**(-8))*(9/x**4 + 6/x**6 + x**(-8)) + 9 + 72/x**2 + 142/x**4 + 80/x**6 + 12/x**8,-t0**6*t1**3 + t0**6*t1**2 - 2*t0**5*t1**4 + 9*t0**5*t1**3 - 13*t0**5*t1**2 + 6*t0**5*t1 - 2*t0**4*t1**5 + 12*t0**4*t1**4 - 35*t0**4*t1**3 + 51*t0**4*t1**2 - 35*t0**4*t1 + 9*t0**4 - t0**3*t1**6 + 9*t0**3*t1**5 - 35*t0**3*t1**4 + 80*t0**3*t1**3 - 110*t0**3*t1**2 + 80*t0**3*t1 - 23*t0**3 + t0**2*t1**6 - 13*t0**2*t1**5 + 51*t0**2*t1**4 - 110*t0**2*t1**3 + 142*t0**2*t1**2 - 100*t0**2*t1 + 29*t0**2 + 6*t0*t1**5 - 35*t0*t1**4 + 80*t0*t1**3 - 100*t0*t1**2 + 72*t0*t1 - 23*t0 + 9*t1**4 - 23*t1**3 + 29*t1**2 - 23*t1 + 9,"[[   9  -23   29  -23    9    0    0]
 [ -23   72 -100   80  -35    6    0]
 [  29 -100  142 -110   51  -13    1]
 [ -23   80 -110   80  -35    9   -1]
 [   9  -35   51  -35   12   -2    0]
 [   0    6  -13    9   -2    0    0]
 [   0    0    1   -1    0    0    0]]",0
"LinksGouldInvariant[2, 1, PrimeKnot[9, ""A"", 35]]",(y**2 + y**(-2))*(-9/x - 30/x**3 - 30/x**5 - 10/x**7 - 1/x**9) + (y**4 + y**(-4))*(9/x**2 + 26/x**4 + 16/x**6 + 4/x**8) + (y**6 + y**(-6))*(-9/x**3 - 14/x**5 - 6/x**7 - 1/x**9) + (y**8 + y**(-8))*(5/x**4 + 3/x**6 + x**(-8)) + 5 + 24/x**2 + 40/x**4 + 20/x**6 + 4/x**8,-t0**6*t1**3 + t0**6*t1**2 - t0**5*t1**4 + 4*t0**5*t1**3 - 6*t0**5*t1**2 + 3*t0**5*t1 - t0**4*t1**5 + 4*t0**4*t1**4 - 10*t0**4*t1**3 + 16*t0**4*t1**2 - 14*t0**4*t1 + 5*t0**4 - t0**3*t1**6 + 4*t0**3*t1**5 - 10*t0**3*t1**4 + 20*t0**3*t1**3 - 30*t0**3*t1**2 + 26*t0**3*t1 - 9*t0**3 + t0**2*t1**6 - 6*t0**2*t1**5 + 16*t0**2*t1**4 - 30*t0**2*t1**3 + 40*t0**2*t1**2 - 30*t0**2*t1 + 9*t0**2 + 3*t0*t1**5 - 14*t0*t1**4 + 26*t0*t1**3 - 30*t0*t1**2 + 24*t0*t1 - 9*t0 + 5*t1**4 - 9*t1**3 + 9*t1**2 - 9*t1 + 5,"[[  5  -9   9  -9   5   0   0]
 [ -9  24 -30  26 -14   3   0]
 [  9 -30  40 -30  16  -6   1]
 [ -9  26 -30  20 -10   4  -1]
 [  5 -14  16 -10   4  -1   0]
 [  0   3  -6   4  -1   0   0]
 [  0   0   1  -1   0   0   0]]",0
"LinksGouldInvariant[2, 1, PrimeKnot[9, ""A"", 36]]",(y**2 + y**(-2))*(-29/x - 55/x**3 - 36/x**5 - 11/x**7 - 1/x**9) + (y**4 + y**(-4))*(15/x**2 + 14/x**4 + 6/x**6 + x**(-8)) + 15 + 70/x**2 + 70/x**4 + 32/x**6 + 6/x**8,-t0**5*t1**4 + t0**5*t1**3 - t0**4*t1**5 + 6*t0**4*t1**4 - 11*t0**4*t1**3 + 6*t0**4*t1**2 + t0**3*t1**5 - 11*t0**3*t1**4 + 32*t0**3*t1**3 - 36*t0**3*t1**2 + 14*t0**3*t1 + 6*t0**2*t1**4 - 36*t0**2*t1**3 + 70*t0**2*t1**2 - 55*t0**2*t1 + 15*t0**2 + 14*t0*t1**3 - 55*t0*t1**2 + 70*t0*t1 - 29*t0 + 15*t1**2 - 29*t1 + 15,"[[ 15 -29  15   0   0   0]
 [-29  70 -55  14   0   0]
 [ 15 -55  70 -36   6   0]
 [  0  14 -36  32 -11   1]
 [  0   0   6 -11   6  -1]
 [  0   0   0   1  -1   0]]",0
"LinksGouldInvariant[2, 1, PrimeKnot[9, ""A"", 37]]",72*x**2 + (-7/x - 7/x**3)*(y**10 + y**(-10)) + (y**2 + y**(-2))*(-9*x**3 - 172*x - 471/x - 375/x**3 - 67/x**5) + (y**4 + y**(-4))*(27*x**2 + 200 + 316/x**2 + 132/x**4 + 7/x**6) + (y**6 + y**(-6))*(-33*x - 130/x - 116/x**3 - 19/x**5) + (y**8 + y**(-8))*(21 + 46/x**2 + 18/x**4) + 399 + (y**12 + y**(-12))/x**2 + 566/x**2 + 228/x**4 + 12/x**6,7*t0**4*t1**2 - 19*t0**4*t1 + 18*t0**4 - 7*t0**4/t1 + t0**4/t1**2 + 12*t0**3*t1**3 - 67*t0**3*t1**2 + 132*t0**3*t1 - 116*t0**3 + 46*t0**3/t1 - 7*t0**3/t1**2 + 7*t0**2*t1**4 - 67*t0**2*t1**3 + 228*t0**2*t1**2 - 375*t0**2*t1 + 316*t0**2 - 130*t0**2/t1 + 21*t0**2/t1**2 - 19*t0*t1**4 + 132*t0*t1**3 - 375*t0*t1**2 + 566*t0*t1 - 471*t0 + 200*t0/t1 - 33*t0/t1**2 + 18*t1**4 - 116*t1**3 + 316*t1**2 - 471*t1 + 399 - 172/t1 + 27/t1**2 - 7*t1**4/t0 + 46*t1**3/t0 - 130*t1**2/t0 + 200*t1/t0 - 172/t0 + 72/(t0*t1) - 9/(t0*t1**2) + t1**4/t0**2 - 7*t1**3/t0**2 + 21*t1**2/t0**2 - 33*t1/t0**2 + 27/t0**2 - 9/(t0**2*t1),"[[   0   -9   27  -33   21   -7    1]
 [  -9   72 -172  200 -130   46   -7]
 [  27 -172  399 -471  316 -116   18]
 [ -33  200 -471  566 -375  132  -19]
 [  21 -130  316 -375  228  -67    7]
 [  -7   46 -116  132  -67   12    0]
 [   1   -7   18  -19    7    0    0]]",0
"LinksGouldInvariant[2, 1, PrimeKnot[9, ""A"", 38]]",(3/x**6 + x**(-8))*(y**12 + y**(-12)) + (y**2 + y**(-2))*(-5/x - 14/x**3 - 18/x**5 - 10/x**7 - 1/x**9) + (y**4 + y**(-4))*(5/x**2 + 14/x**4 + 16/x**6 + 4/x**8) + (y**6 + y**(-6))*(-5/x**3 - 14/x**5 - 10/x**7 - 1/x**9) + (y**8 + y**(-8))*(5/x**4 + 12/x**6 + 4/x**8) + (y**10 + y**(-10))*(-5/x**5 - 6/x**7 - 1/x**9) + 3 + 12/x**2 + 18/x**4 + 16/x**6 + 4/x**8,-t0**7*t1**2 + t0**7*t1 - t0**6*t1**3 + 4*t0**6*t1**2 - 6*t0**6*t1 + 3*t0**6 - t0**5*t1**4 + 4*t0**5*t1**3 - 10*t0**5*t1**2 + 12*t0**5*t1 - 5*t0**5 - t0**4*t1**5 + 4*t0**4*t1**4 - 10*t0**4*t1**3 + 16*t0**4*t1**2 - 14*t0**4*t1 + 5*t0**4 - t0**3*t1**6 + 4*t0**3*t1**5 - 10*t0**3*t1**4 + 16*t0**3*t1**3 - 18*t0**3*t1**2 + 14*t0**3*t1 - 5*t0**3 - t0**2*t1**7 + 4*t0**2*t1**6 - 10*t0**2*t1**5 + 16*t0**2*t1**4 - 18*t0**2*t1**3 + 18*t0**2*t1**2 - 14*t0**2*t1 + 5*t0**2 + t0*t1**7 - 6*t0*t1**6 + 12*t0*t1**5 - 14*t0*t1**4 + 14*t0*t1**3 - 14*t0*t1**2 + 12*t0*t1 - 5*t0 + 3*t1**6 - 5*t1**5 + 5*t1**4 - 5*t1**3 + 5*t1**2 - 5*t1 + 3,"[[  3  -5   5  -5   5  -5   3   0]
 [ -5  12 -14  14 -14  12  -6   1]
 [  5 -14  18 -18  16 -10   4  -1]
 [ -5  14 -18  16 -10   4  -1   0]
 [  5 -14  16 -10   4  -1   0   0]
 [ -5  12 -10   4  -1   0   0   0]
 [  3  -6   4  -1   0   0   0   0]
 [  0   1  -1   0   0   0   0   0]]",0
"LinksGouldInvariant[2, 1, PrimeKnot[9, ""A"", 39]]",(y**2 + y**(-2))*(-21/x - 82/x**3 - 82/x**5 - 22/x**7 - 1/x**9) + (y**4 + y**(-4))*(25/x**2 + 66/x**4 + 39/x**6 + 6/x**8) + (y**6 + y**(-6))*(-21/x**3 - 31/x**5 - 11/x**7 - 1/x**9) + (y**8 + y**(-8))*(9/x**4 + 6/x**6 + x**(-8)) + 9 + 62/x**2 + 110/x**4 + 54/x**6 + 6/x**8,-t0**6*t1**3 + t0**6*t1**2 - t0**5*t1**4 + 6*t0**5*t1**3 - 11*t0**5*t1**2 + 6*t0**5*t1 - t0**4*t1**5 + 6*t0**4*t1**4 - 22*t0**4*t1**3 + 39*t0**4*t1**2 - 31*t0**4*t1 + 9*t0**4 - t0**3*t1**6 + 6*t0**3*t1**5 - 22*t0**3*t1**4 + 54*t0**3*t1**3 - 82*t0**3*t1**2 + 66*t0**3*t1 - 21*t0**3 + t0**2*t1**6 - 11*t0**2*t1**5 + 39*t0**2*t1**4 - 82*t0**2*t1**3 + 110*t0**2*t1**2 - 82*t0**2*t1 + 25*t0**2 + 6*t0*t1**5 - 31*t0*t1**4 + 66*t0*t1**3 - 82*t0*t1**2 + 62*t0*t1 - 21*t0 + 9*t1**4 - 21*t1**3 + 25*t1**2 - 21*t1 + 9,"[[  9 -21  25 -21   9   0   0]
 [-21  62 -82  66 -31   6   0]
 [ 25 -82 110 -82  39 -11   1]
 [-21  66 -82  54 -22   6  -1]
 [  9 -31  39 -22   6  -1   0]
 [  0   6 -11   6  -1   0   0]
 [  0   0   1  -1   0   0   0]]",0
"LinksGouldInvariant[2, 1, PrimeKnot[9, ""A"", 40]]",(y**2 + y**(-2))*(-37/x - 75/x**3 - 53/x**5 - 16/x**7 - 1/x**9) + (y**4 + y**(-4))*(19/x**2 + 20/x**4 + 9/x**6 + x**(-8)) + 19 + 92/x**2 + 100/x**4 + 48/x**6 + 8/x**8,-t0**5*t1**4 + t0**5*t1**3 - t0**4*t1**5 + 8*t0**4*t1**4 - 16*t0**4*t1**3 + 9*t0**4*t1**2 + t0**3*t1**5 - 16*t0**3*t1**4 + 48*t0**3*t1**3 - 53*t0**3*t1**2 + 20*t0**3*t1 + 9*t0**2*t1**4 - 53*t0**2*t1**3 + 100*t0**2*t1**2 - 75*t0**2*t1 + 19*t0**2 + 20*t0*t1**3 - 75*t0*t1**2 + 92*t0*t1 - 37*t0 + 19*t1**2 - 37*t1 + 19,"[[ 19 -37  19   0   0   0]
 [-37  92 -75  20   0   0]
 [ 19 -75 100 -53   9   0]
 [  0  20 -53  48 -16   1]
 [  0   0   9 -16   8  -1]
 [  0   0   0   1  -1   0]]",0
"LinksGouldInvariant[2, 1, PrimeKnot[9, ""A"", 41]]",(-1/x**7 - 1/x**9)*(y**14 + y**(-14)) + (x**(-6) + 2/x**8)*(y**12 + y**(-12)) + (y**2 + y**(-2))*(-1/x - 2/x**3 - 2/x**5 - 2/x**7 - 1/x**9) + (y**4 + y**(-4))*(x**(-2) + 2/x**4 + 2/x**6 + 2/x**8) + (y**6 + y**(-6))*(-1/x**3 - 2/x**5 - 2/x**7 - 1/x**9) + (y**8 + y**(-8))*(x**(-4) + 2/x**6 + 2/x**8) + (y**10 + y**(-10))*(-1/x**5 - 2/x**7 - 1/x**9) + 1 + 2/x**2 + 2/x**4 + 2/x**6 + (y**16 + y**(-16))/x**8 + 2/x**8,-t0**8*t1 + t0**8 - t0**7*t1**2 + 2*t0**7*t1 - t0**7 - t0**6*t1**3 + 2*t0**6*t1**2 - 2*t0**6*t1 + t0**6 - t0**5*t1**4 + 2*t0**5*t1**3 - 2*t0**5*t1**2 + 2*t0**5*t1 - t0**5 - t0**4*t1**5 + 2*t0**4*t1**4 - 2*t0**4*t1**3 + 2*t0**4*t1**2 - 2*t0**4*t1 + t0**4 - t0**3*t1**6 + 2*t0**3*t1**5 - 2*t0**3*t1**4 + 2*t0**3*t1**3 - 2*t0**3*t1**2 + 2*t0**3*t1 - t0**3 - t0**2*t1**7 + 2*t0**2*t1**6 - 2*t0**2*t1**5 + 2*t0**2*t1**4 - 2*t0**2*t1**3 + 2*t0**2*t1**2 - 2*t0**2*t1 + t0**2 - t0*t1**8 + 2*t0*t1**7 - 2*t0*t1**6 + 2*t0*t1**5 - 2*t0*t1**4 + 2*t0*t1**3 - 2*t0*t1**2 + 2*t0*t1 - t0 + t1**8 - t1**7 + t1**6 - t1**5 + t1**4 - t1**3 + t1**2 - t1 + 1,"[[ 1 -1  1 -1  1 -1  1 -1  1]
 [-1  2 -2  2 -2  2 -2  2 -1]
 [ 1 -2  2 -2  2 -2  2 -1  0]
 [-1  2 -2  2 -2  2 -1  0  0]
 [ 1 -2  2 -2  2 -1  0  0  0]
 [-1  2 -2  2 -1  0  0  0  0]
 [ 1 -2  2 -1  0  0  0  0  0]
 [-1  2 -1  0  0  0  0  0  0]
 [ 1 -1  0  0  0  0  0  0  0]]",0
